year,iso3st,grpop,pop_density
1964,ATG,1.50568747,134.1363636
1965,ATG,1.596806767,136.2954545
1966,ATG,1.538873754,138.4090909
1967,ATG,1.52687161,140.5386364
1968,ATG,1.55964845,142.7477273
1969,ATG,1.595257635,145.0431818
1970,ATG,1.104828647,146.6545455
1971,ATG,0.311008552,147.1113636
1972,ATG,-0.176274167,146.8522727
1973,ATG,-0.423397579,146.2318182
1974,ATG,-0.442368323,145.5863636
1975,ATG,-0.34246341,145.0886364
1976,ATG,-0.120688724,144.9136364
1977,ATG,0.156710369,145.1409091
1978,ATG,0.275215185,145.5409091
1979,ATG,0.367853772,146.0772727
1980,ATG,0.3711559,146.6204545
1981,ATG,0.235334299,146.9659091
1982,ATG,0.185399821,147.2386364
1983,ATG,0.229727435,147.5772727
1984,ATG,-0.080113396,147.4590909
1985,ATG,-0.449515328,146.7977273
1986,ATG,-0.488877102,146.0818182
1987,ATG,-0.514733398,145.3318182
1988,ATG,-0.506393701,144.5977273
1989,ATG,-0.46948443,143.9204545
1990,ATG,-0.409839882,143.3318182
1991,ATG,0.507699603,144.0613636
1992,ATG,1.591694988,146.3727273
1993,ATG,1.82017626,149.0613636
1994,ATG,1.896908044,151.9159091
1995,ATG,1.993667549,154.975
1996,ATG,2.065370475,158.2090909
1997,ATG,2.048911117,161.4840909
1998,ATG,1.894595408,164.5727273
1999,ATG,1.716933152,167.4227273
2000,ATG,1.677272827,170.2545455
2001,ATG,1.532673183,172.8840909
2002,ATG,1.25800968,175.0727273
2003,ATG,1.099962032,177.0090909
2004,ATG,1.066400916,178.9068182
2005,ATG,1.126772485,180.9340909
2006,ATG,1.239600182,183.1909091
2007,ATG,1.35546842,185.6909091
2008,ATG,1.46768441,188.4363636
2009,ATG,1.509440036,191.3022727
2010,ATG,1.353468886,193.9090909
2011,ATG,1.179143529,196.2090909
2012,ATG,1.06918388,198.3181818
2013,ATG,0.917165518,200.1454545
2014,ATG,0.792860529,201.7386364
2015,ATG,0.722892009,203.2022727
2016,ATG,0.62438183,204.475
2017,ATG,0.553103047,205.6090909
2018,ATG,0.504979187,206.65
2019,ATG,0.48055389,207.6454545
2020,ATG,0.526173366,208.7409091
2021,ATG,0.546161677,209.8840909
1960,AUS,..,..
1961,AUS,1.989740046,1.364565299
1962,AUS,2.440639401,1.398279161
1963,AUS,1.917816478,1.425354386
1964,AUS,1.96235442,1.453601135
1965,AUS,1.959716895,1.482368561
1966,AUS,2.283184382,1.516603101
1967,AUS,1.262276888,1.535868164
1968,AUS,1.764158656,1.563203728
1969,AUS,2.09302301,1.596266743
1970,AUS,1.970188879,1.628028065
1971,AUS,3.380293537,1.684000885
1972,AUS,1.838146263,1.715241529
1973,AUS,1.528816914,1.741665907
1974,AUS,2.531220259,1.786313995
1975,AUS,1.231185888,1.808442784
1976,AUS,1.00265826,1.826666493
1977,AUS,1.12667268,1.84736342
1978,AUS,1.162885259,1.868971532
1979,AUS,1.08064227,1.889277951
1980,AUS,1.21894271,1.912448095
1981,AUS,1.561794161,1.942551059
1982,AUS,1.733743929,1.976523567
1983,AUS,1.368501459,2.003758249
1984,AUS,1.200542766,2.027959205
1985,AUS,1.332096835,2.055154316
1986,AUS,1.446502063,2.085098213
1987,AUS,1.521138904,2.117057912
1988,AUS,1.636148763,2.151981047
1989,AUS,1.692879694,2.188721607
1990,AUS,1.480046937,2.221356625
1991,AUS,1.274621786,2.249851737
1992,AUS,1.119597701,2.275182563
1993,AUS,0.889539826,2.2955115
1994,AUS,0.963092495,2.317726202
1995,AUS,1.113734221,2.343683793
1996,AUS,1.213854983,2.37230608
1997,AUS,1.08203992,2.398114757
1998,AUS,0.996734718,2.42213712
1999,AUS,1.093975803,2.448780183
2000,AUS,1.144472851,2.476966794
2001,AUS,1.283968091,2.508975307
2002,AUS,1.137538736,2.53767882
2003,AUS,1.150192733,2.567035523
2004,AUS,1.069198122,2.594629473
2005,AUS,1.217290731,2.626406675
2006,AUS,1.349450831,2.662088958
2007,AUS,1.824996795,2.711118025
2008,AUS,2.003911405,2.765994429
2009,AUS,2.060833163,2.823588378
2010,AUS,1.555706262,2.867858584
2011,AUS,1.389527316,2.90798641
2012,AUS,1.745820001,2.95920037
2013,AUS,1.72115144,3.010573526
2014,AUS,1.491566489,3.055814795
2015,AUS,1.439216653,3.100112596
2016,AUS,1.561940498,3.144935531
2017,AUS,1.646827797,3.197156014
2018,AUS,1.49599671,3.245344916
2019,AUS,1.477490711,3.293650563
2020,AUS,1.233428251,3.334526951
2021,AUS,0.140895083,3.339228447
1960,AUT,..,..
1961,AUT,0.548472356,85.87371546
1962,AUT,0.612895848,86.40164809
1963,AUT,0.642362671,86.95844644
1964,AUT,0.666548205,87.54000242
1965,AUT,0.649729876,88.11062773
1966,AUT,0.701396116,88.73080465
1967,AUT,0.74742522,89.3964857
1968,AUT,0.519254262,89.86188803
1969,AUT,0.345331646,90.172746
1970,AUT,0.349218946,90.4881968
1971,AUT,0.446245581,90.89289869
1972,AUT,0.581190352,91.42269753
1973,AUT,0.554041399,91.93062288
1974,AUT,0.170205768,92.08722734
1975,AUT,-0.265319411,91.84322588
1976,AUT,-0.176672285,91.68110761
1977,AUT,0.038390494,91.7163112
1978,AUT,-0.080961042,91.64208677
1979,AUT,-0.170463648,91.48600339
1980,AUT,0.000105968,91.48610034
1981,AUT,0.255018231,91.71970431
1982,AUT,0.071717018,91.78550654
1983,AUT,-0.161600981,91.63730005
1984,AUT,-0.006294904,91.63153175
1985,AUT,0.046950968,91.67456374
1986,AUT,0.063548997,91.73284052
1987,AUT,0.063284204,91.79091129
1988,AUT,0.14157085,91.9209525
1989,AUT,0.4505139,92.33600339
1990,AUT,0.762001611,93.04229278
1991,AUT,0.998418103,93.97589675
1992,AUT,1.100552287,95.01586282
1993,AUT,0.824627941,95.80262967
1994,AUT,0.384869547,96.17205526
1995,AUT,0.153106261,96.31941348
1996,AUT,0.135019834,96.44955162
1997,AUT,0.113316608,96.55890693
1998,AUT,0.109728368,96.6649176
1999,AUT,0.194563153,96.85317499
2000,AUT,0.240466652,97.08635482
2001,AUT,0.382799394,97.45871304
2002,AUT,0.491980464,97.93937227
2003,AUT,0.487133895,98.41763209
2004,AUT,0.620413127,99.03012603
2005,AUT,0.681267248,99.70708919
2006,AUT,0.494797775,100.2016602
2007,AUT,0.324146535,100.5269874
2008,AUT,0.313041438,100.8421716
2009,AUT,0.26195319,101.1066772
2010,AUT,0.2403943,101.3500242
2011,AUT,0.337080842,101.6922322
2012,AUT,0.455937472,102.1569438
2013,AUT,0.589387255,102.7608216
2014,AUT,0.781541633,103.5670868
2015,AUT,1.120992502,104.7345977
2016,AUT,1.081396299,105.8733398
2017,AUT,0.694621104,106.6113185
2018,AUT,0.487071925,107.1318589
2019,AUT,0.444673639,107.6093068
2020,AUT,0.415176732,108.0570044
2021,AUT,0.435671684,108.5288051
1960,AZE,..,..
1961,AZE,3.810164604,..
1962,AZE,2.980534487,..
1963,AZE,2.964160429,..
1964,AZE,3.337154668,..
1965,AZE,3.004474981,..
1966,AZE,2.876485648,..
1967,AZE,2.596541108,..
1968,AZE,2.382403972,..
1969,AZE,2.293394428,..
1970,AZE,2.125068366,..
1971,AZE,2.121552551,..
1972,AZE,2.032971162,..
1973,AZE,1.882402039,..
1974,AZE,1.807408508,..
1975,AZE,1.68308037,..
1976,AZE,1.603340348,..
1977,AZE,1.632510746,..
1978,AZE,1.687476236,..
1979,AZE,1.579620226,..
1980,AZE,1.45851929,..
1981,AZE,1.56627525,..
1982,AZE,1.582238743,..
1983,AZE,1.595527455,..
1984,AZE,1.658817632,..
1985,AZE,1.545581454,..
1986,AZE,1.490305066,..
1987,AZE,1.539715226,..
1988,AZE,1.433242705,..
1989,AZE,1.451152241,..
1990,AZE,1.384413502,..
1991,AZE,1.330445679,..
1992,AZE,1.51162852,88.70843698
1993,AZE,1.515806893,90.06332841
1994,AZE,1.348475012,91.28603531
1995,AZE,1.15566614,92.34711657
1996,AZE,1.011799917,93.28622757
1997,AZE,0.964673774,94.19048992
1998,AZE,0.949138147,95.23179127
1999,AZE,0.8775987,96.52076658
2000,AZE,0.821519964,97.43477998
2001,AZE,0.774765939,98.19379207
2002,AZE,0.746173583,98.9124646
2003,AZE,0.757650956,99.62372356
2004,AZE,0.87542728,100.4753726
2005,AZE,1.022265592,101.5225018
2006,AZE,1.098586574,102.6725317
2007,AZE,1.133855466,103.8533687
2008,AZE,2.099854033,106.0597625
2009,AZE,2.076148264,108.2912905
2010,AZE,1.189787708,109.5423442
2011,AZE,1.303000855,110.9763362
2012,AZE,1.328763827,112.4607902
2013,AZE,1.293447027,113.9234808
2014,AZE,1.248208997,115.3488139
2015,AZE,1.191209858,116.7310768
2016,AZE,1.11785721,118.033289
2017,AZE,0.981261805,119.2087416
2018,AZE,0.866316916,120.2575919
2019,AZE,0.846646726,121.2800711
2020,AZE,0.684365325,122.1247368
2021,AZE,0.441197736,122.6588022
1960,BDI,..,..
1961,BDI,2.531166708,110.4018302
1962,BDI,2.536204677,113.2376558
1963,BDI,2.106245765,115.648014
1964,BDI,2.848391992,118.989486
1965,BDI,2.766571955,122.3273754
1966,BDI,2.408956291,125.3099688
1967,BDI,2.538391911,128.5315421
1968,BDI,2.385866246,131.6350078
1969,BDI,2.17135816,134.5245327
1970,BDI,2.171646148,137.4778816
1971,BDI,2.430460719,140.8601636
1972,BDI,-0.004450946,140.8538941
1973,BDI,-0.142119693,140.6538551
1974,BDI,2.504347566,144.2207944
1975,BDI,2.480647058,147.8431464
1976,BDI,2.240263874,151.1926012
1977,BDI,2.566968571,155.1239097
1978,BDI,2.88879948,159.6704829
1979,BDI,2.485523914,163.6888629
1980,BDI,4.196983688,170.7050623
1981,BDI,4.074612889,177.8042835
1982,BDI,2.495446013,182.2971184
1983,BDI,2.67959338,187.2479751
1984,BDI,2.423068414,191.8405374
1985,BDI,2.160154762,196.0296729
1986,BDI,1.876818269,199.7435358
1987,BDI,2.281504129,204.3530763
1988,BDI,2.21508609,208.9301791
1989,BDI,1.963312598,213.0726636
1990,BDI,2.086132695,217.5643302
1991,BDI,2.069083492,222.1128115
1992,BDI,2.673511096,228.1311137
1993,BDI,-3.148245528,221.0608645
1994,BDI,0.649848385,222.5021028
1995,BDI,5.985774934,236.2272586
1996,BDI,0.069046084,236.3904206
1997,BDI,-0.007643807,236.372352
1998,BDI,1.910224803,240.9309969
1999,BDI,2.396215721,246.7739486
2000,BDI,2.077616304,251.954595
2001,BDI,2.5056866,258.3475467
2002,BDI,2.820219489,265.7372274
2003,BDI,3.159092771,274.2661215
2004,BDI,3.727692861,284.682866
2005,BDI,3.714265528,295.4555685
2006,BDI,3.601641763,306.290771
2007,BDI,3.698171675,317.8299844
2008,BDI,4.125532069,331.2163941
2009,BDI,5.066136077,348.4285826
2010,BDI,4.681010573,365.126324
2011,BDI,3.577698548,378.4259346
2012,BDI,3.568521478,392.1739875
2013,BDI,3.591867093,406.5163941
2014,BDI,3.394476867,420.5523754
2015,BDI,2.268517293,430.2017134
2016,BDI,1.72186004,437.6733255
2017,BDI,2.350486271,448.0826324
2018,BDI,3.018981828,461.816433
2019,BDI,3.283675314,477.2327103
2020,BDI,2.908653025,491.3176012
2021,BDI,2.724255395,504.8863318
1960,BEL,..,..
1961,BEL,0.332205946,..
1962,BEL,0.398054787,..
1963,BEL,0.747606931,..
1964,BEL,0.946477536,..
1965,BEL,0.908137002,..
1966,BEL,0.675463567,..
1967,BEL,0.556645555,..
1968,BEL,0.393391108,..
1969,BEL,0.283169669,..
1970,BEL,0.098613692,..
1971,BEL,0.182247071,..
1972,BEL,0.391585907,..
1973,BEL,0.314658766,..
1974,BEL,0.314633665,..
1975,BEL,0.288978161,..
1976,BEL,0.178674447,..
1977,BEL,0.123479645,..
1978,BEL,0.09329996,..
1979,BEL,0.089882551,..
1980,BEL,0.110211166,..
1981,BEL,-0.002637154,..
1982,BEL,-0.027176883,..
1983,BEL,-0.007944471,..
1984,BEL,-0.001501708,..
1985,BEL,0.029786423,..
1986,BEL,0.035648851,..
1987,BEL,0.085252141,..
1988,BEL,0.317926245,..
1989,BEL,0.363247986,..
1990,BEL,0.298235706,..
1991,BEL,0.371593166,..
1992,BEL,0.405713496,..
1993,BEL,0.390638518,..
1994,BEL,0.308197074,..
1995,BEL,0.209436838,..
1996,BEL,0.195393176,..
1997,BEL,0.241991885,..
1998,BEL,0.213527651,..
1999,BEL,0.229189103,..
2000,BEL,0.242517956,337.9570105
2001,BEL,0.343951158,339.1214189
2002,BEL,0.448268895,340.6450071
2003,BEL,0.418641508,342.0740777
2004,BEL,0.432788248,343.5577424
2005,BEL,0.550055708,345.4527083
2006,BEL,0.659558215,347.7387004
2007,BEL,0.734330831,350.3016517
2008,BEL,0.789976845,353.079913
2009,BEL,0.804599573,355.932252
2010,BEL,0.913639392,359.1990901
2011,BEL,1.301002902,363.9028121
2012,BEL,0.620163579,366.1666172
2013,BEL,0.471340144,367.8965813
2014,BEL,0.443929288,369.5334125
2015,BEL,0.579446242,371.6808756
2016,BEL,0.506300002,373.5674678
2017,BEL,0.385228018,375.0093298
2018,BEL,0.455184695,374.7435149
2019,BEL,0.540461327,376.761986
2020,BEL,0.430996815,378.3893225
2021,BEL,0.411601997,379.9499902
1960,BEN,..,..
1961,BEN,1.652235976,22.69619546
1962,BEN,1.759806773,23.09913977
1963,BEN,1.835463231,23.52703086
1964,BEN,1.907687082,23.9801614
1965,BEN,1.974930623,24.45846045
1966,BEN,2.02370295,24.95846932
1967,BEN,2.063613241,25.47886662
1968,BEN,2.109853382,26.02214438
1969,BEN,2.156517669,26.58941114
1970,BEN,2.204671997,27.18213019
1971,BEN,2.248868287,27.80034587
1972,BEN,2.295037434,28.44575204
1973,BEN,2.340348494,29.1193331
1974,BEN,2.381558961,29.82115112
1975,BEN,2.431774167,30.55522348
1976,BEN,2.487773412,31.32490245
1977,BEN,2.543839142,32.13197943
1978,BEN,2.590975403,32.97539021
1979,BEN,2.659708876,33.86420717
1980,BEN,2.756529019,34.81066868
1981,BEN,2.83952465,35.81329372
1982,BEN,2.887092534,36.86232707
1983,BEN,2.901772596,37.94765874
1984,BEN,2.922922092,39.07320858
1985,BEN,2.954561373,40.24487407
1986,BEN,2.982996759,41.46346222
1987,BEN,3.014077256,42.73222774
1988,BEN,3.042491604,44.05233239
1989,BEN,3.059333263,45.42086733
1990,BEN,3.072815262,46.83823164
1991,BEN,3.084634226,48.30553388
1992,BEN,3.089544602,49.82124867
1993,BEN,4.436755529,52.08146506
1994,BEN,3.74003045,54.06621142
1995,BEN,2.114240089,55.22147038
1996,BEN,2.616677187,56.68550905
1997,BEN,2.952101985,58.38386839
1998,BEN,3.082966821,60.21185704
1999,BEN,3.093695847,62.10374246
2000,BEN,3.076652652,64.04415573
2001,BEN,3.054355066,66.0304718
2002,BEN,3.040108016,68.06869457
2003,BEN,3.049202597,70.17621497
2004,BEN,3.061731061,72.3580525
2005,BEN,3.220611997,74.72635686
2006,BEN,3.120668883,77.09508691
2007,BEN,2.955095547,79.40731642
2008,BEN,3.019593985,81.84166371
2009,BEN,2.999036422,84.33330082
2010,BEN,2.984241628,86.88793899
2011,BEN,2.977822028,89.51421603
2012,BEN,2.9676654,92.21050905
2013,BEN,2.948851601,94.97014899
2014,BEN,2.955018759,97.81841078
2015,BEN,2.953916277,100.7509844
2016,BEN,2.924602167,103.7410607
2017,BEN,2.881178694,106.7735012
2018,BEN,2.813641884,109.8203884
2019,BEN,2.735388428,112.8658656
2020,BEN,2.662598752,115.9113959
2021,BEN,2.592301675,118.9554541
1960,BFA,..,..
1961,BFA,1.446044116,17.72011696
1962,BFA,1.46294093,17.98125731
1963,BFA,1.49198368,18.25154605
1964,BFA,1.538304316,18.53448099
1965,BFA,1.600191893,18.83345395
1966,BFA,1.638029435,19.14449196
1967,BFA,1.673887024,19.4676462
1968,BFA,1.717977455,19.80498538
1969,BFA,1.729544538,20.15050073
1970,BFA,1.746386199,20.50549708
1971,BFA,1.726361741,20.86256944
1972,BFA,1.723585735,21.22527047
1973,BFA,1.786745403,21.60792032
1974,BFA,1.892970984,22.02084795
1975,BFA,2.015517348,22.46918494
1976,BFA,2.14143709,22.95553728
1977,BFA,2.330653927,23.4968348
1978,BFA,2.492502523,24.0898538
1979,BFA,2.589743579,24.72186769
1980,BFA,2.683936534,25.39437135
1981,BFA,2.731127517,26.09748173
1982,BFA,2.761495069,26.82820541
1983,BFA,2.8331407,27.5991557
1984,BFA,2.886338122,28.40736842
1985,BFA,2.887294692,29.23952851
1986,BFA,2.821249102,30.07619518
1987,BFA,2.736148178,30.91048611
1988,BFA,2.68703394,31.75232091
1989,BFA,2.654993553,32.60663377
1990,BFA,2.634820616,33.47717836
1991,BFA,2.536259179,34.33710526
1992,BFA,2.466947508,35.19471857
1993,BFA,2.486545721,36.08082237
1994,BFA,2.521549528,37.00218567
1995,BFA,2.563936977,37.9631652
1996,BFA,2.558941118,38.94715643
1997,BFA,2.577992452,39.96426535
1998,BFA,2.764032209,41.08429825
1999,BFA,2.93034622,42.30602339
2000,BFA,2.984144224,43.58752193
2001,BFA,3.050993511,44.93786915
2002,BFA,3.090393083,46.34830775
2003,BFA,3.118121744,47.81627193
2004,BFA,3.145126087,49.34405336
2005,BFA,3.146801491,50.92150219
2006,BFA,3.120345375,52.5354788
2007,BFA,3.032776372,54.15316886
2008,BFA,2.938165228,55.76788377
2009,BFA,2.919160259,57.41983187
2010,BFA,2.925779475,59.12462719
2011,BFA,2.956570784,60.89878655
2012,BFA,3.017170749,62.76420687
2013,BFA,3.000836393,64.67620249
2014,BFA,2.97337942,66.62814693
2015,BFA,2.961963065,68.63116594
2016,BFA,2.925082514,70.66833333
2017,BFA,2.852915955,72.71347588
2018,BFA,2.697136754,74.70134503
2019,BFA,2.52989804,76.61532164
2020,BFA,2.435229593,78.50398392
2021,BFA,2.376492189,80.39197003
1960,BGD,..,..
1961,BGD,2.818718055,409.5440424
1962,BGD,2.903940645,421.6113237
1963,BGD,2.91486815,434.081601
1964,BGD,2.919515831,446.9414919
1965,BGD,2.920485273,460.1868249
1966,BGD,2.907588556,473.7635861
1967,BGD,2.94175581,487.9075747
1968,BGD,2.943679347,502.4834908
1969,BGD,2.842426123,516.9711377
1970,BGD,2.588662074,530.5284935
1971,BGD,1.748145571,539.8844434
1972,BGD,1.923364772,550.3688945
1973,BGD,2.863046985,566.3539525
1974,BGD,2.83120108,582.6177153
1975,BGD,2.622252539,598.0974956
1976,BGD,2.537668607,613.4694476
1977,BGD,2.488273168,628.9257433
1978,BGD,2.440310033,644.4622801
1979,BGD,2.408973005,660.1757087
1980,BGD,2.393148995,676.1652608
1981,BGD,2.564832089,693.7320811
1982,BGD,2.743110779,713.0253284
1983,BGD,2.679567736,732.3896059
1984,BGD,2.567896156,751.4401629
1985,BGD,2.462762815,770.1761158
1986,BGD,2.347935823,788.4733195
1987,BGD,2.238799192,806.3247369
1988,BGD,2.127299563,823.6614274
1989,BGD,2.047422524,840.6990781
1990,BGD,1.990333689,857.5994238
1991,BGD,1.910610962,874.1423446
1992,BGD,1.884873063,890.7750787
1993,BGD,1.862772253,907.5236998
1994,BGD,1.854179551,924.5077898
1995,BGD,1.858255518,941.8481217
1996,BGD,1.828051958,959.2239302
1997,BGD,1.853490895,977.1688484
1998,BGD,1.887961392,995.7926711
1999,BGD,1.899517801,1014.888722
2000,BGD,1.827328067,1033.604548
2001,BGD,1.666893247,1050.978029
2002,BGD,1.543406357,1067.324714
2003,BGD,1.455305305,1082.971122
2004,BGD,1.361547907,1097.817131
2005,BGD,1.260665163,1111.744534
2006,BGD,1.161167751,1124.728993
2007,BGD,1.075642532,1136.892356
2008,BGD,0.998440566,1148.300407
2009,BGD,0.931892491,1159.051348
2010,BGD,0.876530534,1169.255443
2011,BGD,0.908525896,1179.926834
2012,BGD,0.958355913,1191.289091
2013,BGD,0.93840835,1202.520865
2014,BGD,0.911167734,1213.527917
2015,BGD,0.893819378,1224.423285
2016,BGD,0.892432416,1235.399339
2017,BGD,0.850917316,1245.956419
2018,BGD,0.820955198,1256.227264
2019,BGD,0.846411252,1266.905239
2020,BGD,0.836310836,1277.544934
2021,BGD,0.814977994,1287.999186
1960,BGR,..,..
1961,BGR,0.958155881,71.79895146
1962,BGR,0.875259034,72.43013649
1963,BGR,0.810378324,73.01947935
1964,BGR,0.81609405,73.61782518
1965,BGR,0.731911035,74.15861882
1966,BGR,0.654701202,74.64572901
1967,BGR,0.629747481,75.11729187
1968,BGR,0.711964743,75.65400886
1969,BGR,0.768509669,76.23765706
1970,BGR,0.654727362,76.73844346
1971,BGR,0.549996514,77.16166501
1972,BGR,0.465213742,77.52146796
1973,BGR,0.520633441,77.92612311
1974,BGR,0.667967361,78.44838651
1975,BGR,0.482739308,78.82800325
1976,BGR,0.433163461,79.17019796
1977,BGR,0.51909888,79.58223809
1978,BGR,0.111804755,79.67126458
1979,BGR,0.135011573,79.77890265
1980,BGR,0.402488745,80.10065082
1981,BGR,0.333268825,80.36804664
1982,BGR,0.295812783,80.60613758
1983,BGR,0.249546601,80.80753864
1984,BGR,0.23397231,80.99682726
1985,BGR,-0.001473114,80.9956341
1986,BGR,-0.026519755,80.9741571
1987,BGR,0.147109293,81.09336527
1988,BGR,0.112372424,81.18454307
1989,BGR,-1.170038599,80.24018801
1990,BGR,-1.803750479,78.80583024
1991,BGR,-0.99042598,78.0291693
1992,BGR,-1.073853191,77.19573353
1993,BGR,-0.797665852,76.58241887
1994,BGR,-0.339586079,76.32279671
1995,BGR,-0.4453985,75.98361204
1996,BGR,-0.51572988,75.59275061
1997,BGR,-0.608797355,75.13394197
1998,BGR,-0.667302701,74.63424026
1999,BGR,-0.560648225,74.2169755
2000,BGR,-0.493896417,73.85132423
2001,BGR,-1.990632204,72.3957516
2002,BGR,-2.17069878,72.03272978
2003,BGR,-0.792113638,71.48411327
2004,BGR,-0.754796951,70.95310776
2005,BGR,-0.752977445,70.4986377
2006,BGR,-0.759505916,69.97166529
2007,BGR,-0.735282284,69.47185342
2008,BGR,-0.701922745,68.98592211
2009,BGR,-0.644281363,68.57445652
2010,BGR,-0.658275447,68.12453021
2011,BGR,-0.641228921,67.68909359
2012,BGR,-0.579220596,67.2981577
2013,BGR,-0.559647217,66.92257738
2014,BGR,-0.568389264,66.54327561
2015,BGR,-0.638069468,66.120035
2016,BGR,-0.701382098,65.65790346
2017,BGR,-0.730443175,65.18005711
2018,BGR,-0.722080405,64.71109985
2019,BGR,-0.703905641,64.25719418
2020,BGR,-0.600241518,63.87265107
2021,BGR,-0.814846472,63.35430177
1960,BHR,..,..
1961,BHR,4.067187176,249.7768116
1962,BHR,3.982954417,259.926087
1963,BHR,3.910297273,270.2913043
1964,BHR,3.847265439,280.8927536
1965,BHR,3.572876368,291.1101449
1966,BHR,3.270052805,300.7869565
1967,BHR,3.15202557,310.4188406
1968,BHR,2.375055702,317.8797101
1969,BHR,1.417840621,322.4188406
1970,BHR,1.046338675,325.8101449
